id,st_address,ad_hist,ad_city,post_code,coords_lat,coords_long,description,more_info,prim_source,org_lcp,org_unia,org_iafe_iasb,org_wasu,org_wisu,org_apu,org_npu,org_cwa,org_csa,org_paf,day_month_yr,month_yr,year_first,year_last,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,single_event,mulltiple_events,citation,entrant,residential,res_cntry,social,political,discrimination,paid_work,black_org_hq,bombing,nightlife,civ_defence,evacuation,religious,education,immigration,us_military_hq,us_military_social,uk_govt_hq,uk_govt_social,other_govt,healthcare,arts ,sport,short_term_residence
l0123,,"Building next to ""The Sketch""",London,,51.516725,-0.106473,Site of the house on Shoe Lane next to the offices of 'The Sketch' newspaper that served as the headquarters of the International Africa Service Bureau (IASB). The building also housed a Ghanaian known as Bresiando who led an anti-colonialist business venture known as the  'Cocoa Collective'.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,(King 1973: 118),WW 30/01/20,,,,1,,1,1,,,,,,,,,,,,,,,,
l0124,Paddington ,,London,,unknown,unknown,"Site of the flat where Guyanese activist T. Ras Makonnen briefly moved following a stint living with Trinidadian activist George Padmore. Soon after moving here, Makonnen moved up to Manchester",,,,,,,,,,,,,,,1939,1939,,,,,1,,,,,,,,,,,(King 1973: x),WW 30/01/20,1,,,,,,,,,,,,,,,,,,,,,,
l0125,,Livingstone House,London,SW1H 0XH,51.499734,-0.133,Site for the October 1935 National Peace Council council conference attended by many black political activists. It was also the site of numerous political protests in the late 1930s at which the International African Service Bureau (IASB) sold copies of 'Life and Struggles of Negro Toilers'.,https://www.nature.com/articles/137426b0,,,,1,,,,,,,,,October.35,1935,1939,1,,1,1,1,,,,,,,,,,,"(King 1973: 120), (Bush 1999, 258)","WW 30/01/20, WW 11/02/20",,,,1,,,,,,,,,,,,,,,,,,,
l0126,,Japanese Embassy,London,W1K 6JP,51.512436,-0.151023,"Site of the Japanese Embassy, where T. Ras Makonnen visited to ask for the aid of the Japanese navy in evacuating refugees from Ethiopia. Makonnen's request was denied.",,,,,1,,,,,,,,,,1937,1937,,,1,,,,,,,,,,,,,(King 1973: 199),WW 30/01/20,,,,1,,,,,,,,,,,,,,,1,,,,
l0127,,The Embassy Club,London,W1S 4PB,51.508258,-0.139984,Site of an upmarket officer's club where Trinidadian vocalist and bandleader Edmundo Ross played in 1938,http://www.formerdays.com/2011/07/nightlife-in-london-blackout.html,,,,,,,,,,,,,,1938,1938,,,,1,,,,,,,,,,,,(Matera 2015: 181),WW 30/01/20,,,1,,,1,,,1,,,,,,,,,,,,,,
l0128,,The Mayfair Hotel,London,W1J 8LT,51.508166,-0.14384,"Site of the Mayfair Hotel, where Nigeroian chief, the Alake of Abeokuta, held an 'at home' in July 1936 and where Trinidadian vocalist and bandleader Edmundo Ross' band played a cabaret act soon after the war began.",,,,,,1,,,,,,,,,1936,1940,,1,,,1,1,,,,,,,,,,"(Matera 2015: 181), (CO 554/09/4)","WW 30/01/20, WW 01/04/20",,,1,,,1,,,1,,,,,,,,,,,,,,
l0129,,The Stoll Theatre,London,WC2A 2HT,51.514444,-0.118056,"Site of the Jazz Jamboree of 1944, where the African American 'Spirits of Rhythm' played alongside American Glenn Miller.",https://www.vocalgroupharmony.com/4ROWNEW/JunkManSpirits.htm,,,,,,,,,,,,15/10/1944,October.44,1944,1944,,,,,,,,,,1,,,,,,(Matera 2015: 182),WW 30/01/20,,,1,,,1,,,1,,,,,,,,,,,,,,
l0130,,The Antilles Club,London,WC2,unknown,unknown,Site of a small nightclub where Trinidadian musician Rupert Nurse played in fellow Trinidadian Fitzroy Coleman's band following his arrival in London in 1945.,,,,,,,,,,,,,,,1945,1947,,,,,,,,,,,1,1,1,,,(Matera 2015: 185),WW 30/01/20,,,1,,,1,,,1,,,,,,,,,,,,,,
l0131,,Essex Hall,London,WC2R 3HY,51.51283,-0.113165,"Site of Essex Hall, which was the headquarters of the League Against Imperialism where childhood friends and Trinidadian activists C.L.R. James and George Padmore became reacquainted in 1936 or 1937.",,,,,,,,,,,,,,,1937/8,,,,,,,,,,,,,,,,,(Matera 2015: 74),OA 30/01/20,,,,1,,,1,,,,,,,,,,,,,,,,
l0132,,Empress Stadium,London,SW6 1TR,51.487323,-0.199849,"Site of the Empress Stadium, which housed a large rally by the League of Nations Union's National Youth Executve. Barbadian Marxist Peter Blackman spoke to a crowd of 10,000 at the event.",,,,,,,,,,,,,,,1938,,,,,1,,,,,,,,,,,,(Matera 2015: 75),OA 30/01/20,,,,1,,,,,,,,,,,,,,,,,,,
l0133,,"Bogey's Bar, Royal Hotel, Bloomsbury",London,WC1H 0LW,51.523851,-0.127212,"Site of the temporary meeting place for activists associated with the International African Friends of Ethiopia (IAFE) who eventually formed the Pan African Federation, including Trinidadian activist George Padmore and Kenyan nationalist Jomo Kenyatta.",,,,,1,,,,,,,1,,,1936,1936,,1,,,,,,,,,,,,,,(Matera 2015: 80),OA 30/01/20,,,1,1,,,1,,,,,,,,,,,,,,,,
l0134,,"Regina Hotel, Bloomsbury",London,,unknown,unknown,"Site of the temporary meeting place for activists associated with the International African Friends of Ethiopia (IAFE) who eventually formed the Pan African Federation, including Trinidadian activist George Padmore and Kenyan nationalist Jomo Kenyatta.",,,,,1,,,,,,,1,,,1936,1936,,1,,,,,,,,,,,,,,(Matera 2015: 80),OA 30/01/20,,,1,1,,,1,,,,,,,,,,,,,,,,
l0135,,Victoria League Club,London,SW1V 2RW,51.491413,-0.134637,"Site of the headquarters of the Victoria League, a London-based charitable organization run by women in support of the empire, where Ghanaian Desmond Buckle was a regular visitor in 1940. Buckle was one of over 60 West African students who 'were regularly in touch with the Victoria League'.",,,,,,,,,,,,,,,1940,1940,,,,,,1,,,,,,,,,,(Ali 1998: 81),WW 03/02/20,,,1,,,,,,,,,,,,,,1,,,,,,
l0136,County Hall,,London,SE1 7GP,51.501944,-0.118889,"Site of the headquarters of London County Council, where the World Trade Union Conference - attended by several black delegates - was held in February 1945. The unprecedented African involvement indicated the growing strength of African labor. The Chicago Defender declared that it might be 'the most significant conference in history for the colored peoples of the world; because colonial peoples would have a voice and a vote in international affairs for the first time'.",,,,,,,,,,,,,,February.45,1945,1945,,,,,,,,,,,1,,,,,"(Ali 1998: 124), (Von Eschen 1997: 48)","WW 03/02/20, WW 10/02/20",,,,1,,,,,,,,,,,,,,,,,,,
l0137,94 Gray's Inn Road,,London,WC1X 8AD,51.521106,-0.112871,Site of the temporary headquarters of the International Africa Service Bureau (IASB) between 1937 and 1938. Sierra Leoneon activist I.T.A. Wallace-Johnson started sleeping here when his funds ran low in 1938.,,,,,1,,,,,,,,,June.37,1937,1938,,,1,1,,,,,,,,,,,,(Matera 2015: 82/ 215),"OA 03/02/20, WW 07/02/20",,,,1,,,1,,,,,,,,,,,,,,,,
l0138,12a Westbourne Grove,,London,W2 5RA,51.515798,-0.189133,"Site of a former Independent Labour Party (ILP) building and Headquarters of the International Africa Service Bureau (IASB) after 1938, which was also home to Guyanese activist Ras T. Makonnnen and American William Harrison. Sierra Leoneon activist I.T.A Wallace-Johnson’s departure left the bureau in disarray, and Trinidadian activist George Padmore had to scramble for money to rent a new office. He turned to the ILP for support, moving the IASB’s offices into this building.",,,,,1,,,,,,,,,,1938,1939,,,,1,1,,,,,,,,,,,"(Matera 2015: 82), (Makalani 2011: 215)","OA 03/02/20, WW 10/02/20",1,,,1,,,1,,,,,,,,,,,,,,,,
l0139,53 Gray's Inn Road,,London,WC1X 8PP,51.522155,-0.113869,Site of the offices of the League Against Imperialism (LAI). The LAI offices were a rendevous for black activists opposed to empire and galvanized by the Italian invasion of Ethiopia.,,,,,,,,,,,,,,,1932,1937,1,1,1,,,,,,,,,,,,,(Matera 2015: 82),OA 03/02/20,,,,1,,,,,,,,,,,,,,,,,,,
l0140,London School of Hygiene & Tropical Medicine,,London,WC1E 7HT,51.520885,-0.130587,"Site of a London University school for studying tropical diseases which had some African and Caribbean students in the late 1930s and 40s. These included South African activist Alfred B Xuma and, during his spell at the school, Xuma met Trinidadian activist George Padmore and other members of the International Africa Service Bureau (IASB) who helped to influence his views concerning the situation in South Africa which was just a decade away from instituting full legal apartheid. ",https://www.sahistory.org.za/people/dr-alfred-xuma,,,,1,,,,,,,,,,1937,1938,,,1,1,,,,,,,,,,,,(Killingray 2009: 394),WW 03/02/20,,,,,,,,,,,,,1,,,,,,,,,,
l0141,16 King Street,,London,WC2E 8JF,51.511338,-0.124877,Site of the headquarters of the official Communist Party of Great Britain who attracted a small but significant number of black members during the 1930s. These included Ghanaian radical Desmond Buckle who was among the most committed and engaged black members of the party in Britain.,,,,,,,,,,,,,,,1937,1964,,,1,1,1,1,1,1,1,1,1,1,1,,,(Adi 2006: 32),WW 03/02/20,,,,1,,1,,,,,,,,,,,,,,,,,
l0142,,Babalola Wilkie's Greek Street Club ,London,,51.51398414,-0.1308269295,Site of Babalola Wilkie's club on Greek Street. Wilkie was a Nigerian involved in the IASB and his club had a multiracial roster of patrons and featured black musicians including Laurie Deniz played,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,(Matera 2015: 174),OA 08/03/21,,,1,1,,,,,1,,,,,,,,,,,,,,
l0143,,School of Oriental and African Studies,London,SW1H 0AH,51.498818,-0.136941,"Site of the School of Oriental and African Studies (SOAS), which was attended by many black students. The School was evacuated to Christ College Cambridge in 1939.",,,,,,,,,,,,,,,1935,1939,1,1,1,1,1,,,,,,,,,,,(Matera 2015: 247),WW 04/02/20,,,,,,1,,,,,,,1,,,,,,,,,,
l0144,,"University of London, Institute of Education",London,WC1B 4AR,51.519796,-0.121553,Site of the Institute of Education which ran a special training program for 'colonial' teachers. The School was moved to Senate House in 1938 and then evacuated to Nottingham in 1939.,,,,,,,,,,,,,,,1935,1938,1,1,1,,,,,,,,,,,,,(Institute of Education Archive),WW 05/02/20,,,,,,1,,,,,,,1,,,,,,,,,,
l0145,Unilever House,,London,EC4Y 0DH,51.511801,-0.10523,"Site of the headquarters of the Unilever Corporation, where Nigerian writer Nathaniel Fedipe worked as a clerk following the completion of his PhD.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Matera 2015: 256),WW 05/02/20,,,,,,1,,,,,,,,,,,,,,,,,
l0146,University College London,,London,WC1E 6BT,51.52456,-0.133927,"Site of University College London some black students, including Guyanese historian Elsa Goveia, studied during the 1930s and 1940s.",,,,,,,1,,,,,,,,1944,1950,,,,,,,,,,1,1,1,1,,,(Matera 2015: 266),WW 05/02/20,,,,,,,,,,,,,1,,,,,,,,,,
l0147,,Hans Crescent Hostel,London,SW1X 0LG,51.49897,-0.160936,"Site of the Hans Crescent Hostel, regular meeting place of the West Indian Students' Union (WISU) following its establishment in 1945. The WISU 'included during its early years a number of future luminaries in the cultural, political and intellectual life of the Caribbean'.",,,,,,,1,,,,,,,,1945,1955,,,,,,,,,,,1,1,1,,,"(Matera 2015: 278), (Clover 2005: 8)",WW 05/02/20,,,1,1,,,1,,,,,,,,,,,,,,,,1
l0148,The National Gallery,,London,WC2N 5DN,51.508911,-0.128299,"Site of the National Gallery, where the wartime film 'Men of Two Worlds' was unable to shoot because Dame Myra Jess banned the lead black Guyanese actor, Robert Adams, from performing on account of his race. The opening scene of the film thus took place at a fake set of the National Gallery which had to be built from scratch. The film was eventually released in 1946.",https://player.bfi.org.uk/free/film/watch-men-of-two-worlds-1946-online,,,,,,,,,,,,,,1945,1945,,,,,,,,,,,1,,,,,(Matera 2015: 299),WW 05/02/20,,,,,1,,,,,,,,,,,,,,,,1,,
l0149,,Royal College of Organists,London,SW7 1BN,51.500916,-0.176377,"Site of the Royal College of Organists, where Nigerian pianist Fela Sowande became a fellow in 1943. Sowande headed his class and garnered a litany of prizes and awards.",,,,,,,,,,,,,,,1943,1943,,,,,,,,,1,,,,,,,(Matera 2015: 305),WW 05/02/20,,,,,,,,,,,,,1,,,,,,,,1,,
l0150,35 St. Bride Street,,London,EC4,51.515219,-0.105604,Site of the headquarters of the International African Service Bureau (IASB) after 1939 which was also the offices of the Independent Labour Party.,,,,,1,,,,,,,,,,1939,1944,,,,,1,1,1,1,1,1,,,,,,(Matera 2015: 87),OA 05/02/20,,,,1,,,1,,,,,,,,,,,,,,,,
l0151,,The Colonial Office,London,SW1A 2AH,51.502725,-0.127287,"Site of the headquarters of the Colonial Office, where activists such as Jamaican doctor and leader of the League of Coloured Peoples (LCP), Harold Moody went to protest British imperial policy",,,1,,1,,,,,,,,,,1938,,,,,1,,,,,,,,,,,,(Matera 2015: 93),OA 05/02/20,,,,1,,,,,,,,,,,,,1,,,,,,
l0152,Euston Station,,London,NW1 2DU,51.528156,-0.133658,"Site of the train station in Central London where Ghanaian radical Nana Joseph Emmanuel Appiah and Trinidadian activist Padmore met future president of Ghana, Kwame Nkrumah, upon his arrival in the City in 1945. The three immediately proceeded to a railway union meeting nearby.",,,,,,,,,,,,,,,1945,1945,,,,,,,,,,,1,,,,,(Matera 2015: 313),WW 06/02/20,,,1,,,,,,,,,,,,,,,,,,,,
l0153,Moyne Commission Hearings,,London,,51.50262478,-0.1272870049,"Site where Harold Moody, Peter Blackman and Una Marson testified before the Moyne Commission before its departure to investigate conditions in the British Caribbean",,,1,,1,,,,,,,,,,1938,1938,,,,1,,,,,,,,,,,,"(Matera 2015:93, 137)",OA 06/02/20,,,,1,,,,,,,,,,,,,1,,,,,,
l0154,Regent Street,,London,W1B 4NA,51.512817,-0.140355,"Site where Titilola Folarin, a Nigerian involved in the West African Students Union (WASU), recounted that shops in Regent Street started to sell 'ladies' hats, almost in exactly the same style and shape' as she and her associates had worn when shopping there on previous occasions.",,,,,,,,,,,,,,,1935,1935,1,,,,,,,,,,,,,,,(Matera 2015: 102),OA 06/02/20,,,,,,,,,,,,,,,,,,,,,,,
l0155,,Royal Empire Society,London,WC2N 5AP,51.507203,-0.12514,Site of the headquarters of the Royal Empire Society where activists like Jamaican journalist and broadcaster Una Marson attended talks during the 1930s and 40s.,,,,,,,,,,,,,,,1936,,,1,,,,,,,,,,,,,,(Matera 2015: 127),OA 06/02/20,,,,,,,,,,,,,,,,,1,,,,,,
l0156,Nutford House,,London,W1H 5UL,51.517036,-0.163017,Site of students' accomodation for 'colonial students' studying at the London School of Economics.,,,,,,,1,,,,,,,,1945,1947,,,,,,,,,,,1,1,1,,,(Braithwaite 2001: viii),WW 06/02/20,1,,,,,,,,,,,,1,,,,,,,,,,
l0157,Regent's University London,Bedford College,London,NW1 4NS,51.525602,-0.155548,Site of Bedford College in Regent's Park where Jamaican journalist and broadcaster Una Marson had a small temporary office before it was hit by a German bomb.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Matera 2015: 139),OA 06/02/20,,,,1,,1,,,,,,,1,,,,,,,,,,
l0159,Ludgate Circus,,London,EC4A 2AF,51.514167,-0.104436,"Site of a London intersection where Trinidadian Marxist C.L.R. James addressed a crowd at an International African Friends of Ethiopia (IAFE) rally in August 1935. James informed the crowd that if Ethiopians lost their fight against Italy, 'we look to them to destroy their country rather than hand it over to the invader'. He added, 'Let them burn down Addis Ababa, let them poison their wells and water-holes, let them destroy every blade of vegetation'.",,,,,1,,,,,,,,,August.35,1935,1935,1,,,,,,,,,,,,,,,(Makalani 2011: 206),WW 07/02/20,,,,1,,,,,,,,,,,,,,,,,,,
l0160,"Oak Cottage, No.27 Burghley Road, Wimbledon",,London,SW19 5HL,51.430831,-0.216473,"Site of the cottage belonging to anti-imperialist Reginald Reynolds and his wife, novelist Ethel Mannin, where Trinidadian activist George Padmore became a frequent visitor, debating politics and going to the theatre.",,,,,1,,,,,,,,,,1935,1939,1,1,1,1,1,,,,,,,,,,,(Makalani 2011: 211),WW 07/02/20,1,,1,1,,,,,,,,,,,,,,,,,,,
l0161,,London Base Command HQ,London,,unknown,unknown,"Site where African American Colonel Please B. Rogers of the London Base Command commented in 1943 that 'negro British nationals are rightly incensed' by US army discrimination and had been 'cursed, made to get off the sidewalk, leave eating places and... separared form their white wives'.",,,,,,,,,,,,,,,1943,1943,,,,,,,,,1,,,,,,,(Smith 1987: 87),OA 10/02/20,,,,,1,,,,,,,,,,1,,,,,,,,
l0162,,Lyons Tea House,London,,unknown,unknown,"Site where two white US Marines attacked a West Indian civilian and threatened him with a knife. A storm of protest soon followed and the incident was drawn to the attention of the Colonial, Foreign and Home Offices.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Smith 1987: 85),OA 10/02/20,,,,,1,,,,,,,,,,,1,,,,,,,
l0164,,Battersea Town Hall,London,SW11 5TN,51.464948,-0.160802,"Site of Battersea Town Hall, where a conference in 1937 called for an alliance of 'colonial' and British workers to oppose German imperialism. Leading left-wing academics G.D.H. Cole and Harold Laski were in attendence.",,,,,,,,,,,,,,February.37,1937,1937,,,1,,,,,,,,,,,,,(Bush 1999: 241),WW 10/02/20,,,,1,,,,,,,,,,,,,,,,,,,
l0165,,Suffolk Street Galleries,London,SW1Y 4HG,51.508489,-0.130649,"Site of the 'Soviet Life Exhibition' in August 1941, which Trinidadian activist Padmore attended. Padmore brought along white activist Arthur Clegg and showed him around enthusiastically.",,,,,,,,,,,,,,August.41,1941,1941,,,,,,,1,,,,,,,,,(Bush 1999: 243),WW 10/02/20,,,1,,,,,,,,,,,,,,,,1,,1,,
l0166,6 Guilford Street,,London,WC1N 1DP,51.524119,-0.116487,"Site of the temporary residence of African American reporter Ollie Stewart. As well as describing various aspects of life in Britain for African American GIs, Stewart used his column to solicit letters from 'American girls' for RAF member Vincent Bunting to be sent to this address.",,,,,,,,,,,,,,September.42,1942,1942,,,,,,,,1,,,,,,,,(BAA Sept 19 1942: 2),OA 11/02/20,1,,,,,,,,,,,,,,,,,,,,,,
l0167,,American Embassy,London,W1K 4AB,51.511578,-0.149558,"Site of the U.S. Embassy, where African American journalist Ollie Stewart reported on a visit from Eleanor Roosevelt in 1942.",,,,,,,,,,,,,,October.42,1942,1942,,,,,,,,1,,,,,,,,(BAA October 31 1942: 2),OA 11/02/20,,,,,,,,,,,,,,,1,,,,,,,,
l0168,,150th Station Hospital,London,SW1P 2NU,51.493923,-0.136502,"Site where Elizabeth Phillips, the first African American women to be sent to report on the war, was hospitalized for a short period in late 1944 and early 1945.",,,,,,,,,,,,,,December.42,1944,1945,,,,,,,,,,1,1,,,,,(BAA December 2 1944: 1),OA 11/02/20,,,,,,,,,,,,,,,1,,,,,1,,,
l0169,Garrick Theatre,,London,WC2H 0HH,51.510043,-0.127964,Site of a theatre in London where a 1935 gathering featured 'famous Negro artists'. The gathering was patronised by Liberal Lord Noel-Buxton,,,,,,,,,,,,,,May.35,1935,1935,1,,,,,,,,,,,,,,,(Pennybacker 2009: 58),WW 11/02/20,,,1,,,,,,,,,,,,,,,,,,1,,
l0170,Bush House,,London,WC2B 4BG,51.51273,-0.117159,"Site where a New Year's dance was held at the end of 1935, to support the Scottsboro Boys, a group of black youths wrongly imprisoned for raping two white women on a train in Alabama in 1931. Their case garnered international attention through the decade and allowed far-left groups including the Communist Party to try and harness black support by promoting their support for racial justice. ",,,,,,,,,,,,,,December.35,1935,1936,1,1,,,,,,,,,,,,,,(Pennybacker 2009: 58-9),WW 11/02/20,,,1,1,,,,,,,,,,,,,,,,,,,
l0171,,Swaraj Freedom House,London,W1T 2DE,51.518382,-0.133709,"Site of a house where Indian radicals discussed anti-imperial ideals freely. Trinidadian activist George Padmore also visited on occassion, evidencing a crossover between pan-African and Asian anti-imperial political activism. ",http://www.open.ac.uk/researchprojects/makingbritain/content/swaraj-house,,,,,,,,,,,,,,1942,1945,,,,,,,,1,1,1,1,,,,,(Pennybacker 2009: 88),WW 11/02/20,,,,1,,,,,,,,,,,,,,,,,,,
l0172,Friends House,,London,NW1 2BJ,51.526506,-0.132156,"Site of the Quaker headquarters, where a number of black conferences took place, including the anti-imperial 'Worker's Exhibition' which was transfered from Glasgow to London for an eight day exhibition in January 1939. Amoung the participants were French Trotskyist sympathizer and anarcho-syndicalist Daniel Guerin, who spoke of the situation in France, and Trinidadian Marxist C.L.R. James' associate, Athur Ballard, from the Centre against Imperialism.",,Governmental,,,1,,,,,,,,,,1937,1939,,,1,,1,,,,,,,,,,,"(Pennybacker 2009: 98) (Whittall, 2012: 108), (CO 554/09/4)","WW 11/02/20 OA 14/02/20, WW 01/04/20",,,,1,,,,,,,,,,,,,,,,,,,
l0173,West London Mission,,London,W1U 2QJ,51.517149,-0.151045,"Site of a Methodist meeting place where an interracial group gathered in October 1936. Famous Jamaican black nationalist Marcus Garvey, who had recently arrived in the city, reported back on the meeting to British abolitionist Lady Kathleen Simon.",,,,1,,,,,,,,,,October.36,1936,1936,,1,,,,,,,,,,,,,,(Pennybacker 2009: 133),WW 11/02/20,,,,1,,,,,,,,,,,,,,,,,,,
l0174,21 Old Queen Street,,London,SW1H 9JA,51.500728,-0.130654,"Site of the headquarters of the League of Coloured Peoples (LCP) after 1944, where long-time British abolitionist Viscountess Kathleen Simon (whose husband was Lord Chancellor at the time) led the opening ceremony. ",,,1,,,,,,,,,,,February.44,1944,1947,,,,,,,,,,1,1,1,1,,,(Whittall 2012: 177),OA 11/02/20,,,1,1,,,1,,,,,,,,,,,,,,,,
l0175,Great Ormond Street Hospital,,London,WC1N 3JH,51.521866,-0.120752,"Site of a world-renowned children's hospital where Princess Tsehai of Ethiopia trained as a student nurse. Whilst working here, the Princess became good friends with British abolitionist Lady Kathleen Simon who was full of admiration for her.",https://scontent-lht6-1.xx.fbcdn.net/v/t1.0-9/11269980_10152798293231921_8222327406550472822_n.jpg?_nc_cat=107&_nc_ohc=m97GKuyXcboAX-Wp4ft&_nc_ht=scontent-lht6-1.xx&oh=58dbb18aa108450a58ce789c2177f59e&oe=5EB97BE9,,,,,,,,,,,,,,1936,1939,,1,1,1,1,,,,,,,,,,,(Pennybacker 2009:139),WW 11/02/20,,,,,,1,,,,,,,,,,,,,,1,,,
l0176,,New Burlington Galleries,London,W1S 3EP,51.51003,-0.140521,"Site of the New Burlington Galleries, where American singer and activist Paul Robeson gave a 1938 performance in support of German refugees. Robeson's performance took place concurrently with an exhibition on modern German art.",,,,,,,,,,,,,03/08/1938,August.38,1938,1938,,,,1,,,,,,,,,,,,(Pennybacker 2009: 220),WW 11/02/20,,,,1,,1,,,,,,,,,,,,,,,1,,
l0178,,"Strangers' Home for Asiatics, Africans and South Sea Islanders",London,E14 8HB,51.511119,-0.027121,"Site of a house where Asian and African seamen could stay during their spells in London. Upon the closure of the house in 1937, plans were made to develop a home for the seamen 'of Asia and Africa', but these fell through.",http://www.open.ac.uk/researchprojects/makingbritain/content/strangers-home-asiatics-africans-and-south-sea-islanders,,,,,,,,,,,,,,1857,1937,1,1,1,,,,,,,,,,,,,(Tabili 1994: 148),WW 12/02/20,,,1,,,,,,,,,,,,,,,,,,,,
l0179,,The Coconut Grove,London,W1B 4JN,51.512257,-0.140274,"Site of a nightclub where Trinidadian vocalist and bandleader Edmundo Ros' orchestra played during the war. The Coconut Grove allowed employees and their immediate relations shelter during the Blitz, until they discovered that a 'corner was flea-ridden, so they had to clear everybody out and clear it up'.",https://www.theguardian.com/music/2011/oct/22/edmundo-ros,,,,,,,,,,,,,,1940,1948,,,,,,1,1,1,1,1,1,1,1,,,(FitzGibbon 1957: 128-9),WW 12/02/20,,,1,,,1,,1,1,,,,,,,,,,,,,,
l0180,,The Bagatelle,London,W1J 8HS,51.507338,-0.142042,Site of a nightclub where Trinidadian vocalist and bandleader Edmundo Ros' orchestra played during the war. Members included Winston Churchill and Charles de Gaulle and the club was also where Princess Elizabeth danced for the first time in public.,https://www.theguardian.com/music/2011/oct/22/edmundo-ros and https://www.smh.com.au/national/band-man-of-the-highest-class-20111028-1mo2m.html,,,,,,,,,,,,,,1940,1945,,,,,,1,1,1,1,1,1,,,,,"(The Guardian 2011, ""Edmundo Ros Obituary"")",WW 13/02/20,,,1,,,1,,,1,,,,,,,,,,,,,,
l0181,,"Tilbury Shelter, Commercial Road Goods Depot",London,E1 1LP,51.514734,-0.068337,"Site of an overcrowded 'hellhole,' where 16,000 Londoners, including black people, took shelter during bombing raids in 1940. 'Every race and colour in the world were represented there,' wrote a visitor, 'whites, negroes, Chinese, hindus, Polynesians, levantines, Eastern Europeans, Jews, gentiles, Moslems and probably sun-worshippers were all piled there in miscellaneous confusion'.",http://www.glias.org.uk/journals/2-a.html,,,,,,,,,,,,,,1940,1944,,,,,,1,1,1,1,1,,,,,,(FitzGibbon 1957: 150),WW 13/02/20,,,,,,,,1,,,,,,,,,,,,,,,1
l0182,91 Kinnerton Street,,London,SW1X 8ED,51.501983,-0.157302,"Site of the house where Guyanese jazz band leader Ken 'Snakehips' Johnson and his partner Gerald Hamilton lived together in 1940. Upon the start of the Blitz, the couple moved out to a cottage in Bray, Berkshire.",,,,,,,,,,,,,,,1940,1940,,,,,,1,,,,,,,,,,(Bourne 2017: 149),WW 13/02/20,1,,,,,,,,,,,,,,,,,,,,,,
l0183,,Eau de France,London,,unknown,unknown,"Site of the upmarket restaurant where Guyanese jazz band leader Ken 'Snakehips' Johnson dined on the evening he died. Johnson rushed his dinner at the restaurant, arriving at the Cafe de Paris early.",,,,,,,,,,,,,,,1940,1940,,,,,,1,,,,,,,,,,(FitzGibbon 1957: 248),WW 13/02/20,,,1,,,,,,,,,,,,,,,,,,,,
l0184,,UNIA Branch,London,,unknown,unknown,Site of a branch of the Universal Negro Improvement Association in Canning Town,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,(Banton 1953: 81),WW 13/02/20,,,1,,,,1,,,,,,,,,,,,,,,,
l0185,,Improved Benevolent and Protective Order of Elks of the World,London,,unknown,unknown,Site of a branch of the Elks fraternity in Canning Town.,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,(Banton 1953: 81),WW 13/02/20,,,1,,,,1,,,,,,,,,,,,,,,,
l0186,,"Bah's Club, Soho",London,,unknown,unknown,"Site of what Peter Abraham's referred to as 'a hot little club, crammed with pretty girls and more black men than I had seen in London up to then.'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Whittall 2012: 150),OA 14/02/20,,,,,,,,,,,,,,,,,,,,,,,
l0187,Old War Office Building,,London,SW1A 2EU,51.505425,-0.12597,"Site of the War Office, the centre of the British military effort in the Second World War, where Kenyan activist and future religious leader Bildad Kaggia worked. The War Office included a department set up to deal with the rehabilitation of captured African soldiers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Killingray 2010: 224),WW 14/02/20,,,,,,1,,,,1,,,,,,,1,,,,,,
l0188,200 Gower Street,,London,WC1E 6BN,51.524968,-0.135147,"Site of the medical practice of Grenadian surgeon David Pitt, opened in 1947. The Gower Street surgery became a focus for expatriate West Indians.",http://www.rsm-wallofhonour.com/the-right-hon-lord-pitt-of-hampstead-mbchb.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,(Schwarz 2003: 27),WW 14/02/20,,,1,,,1,,,,,,,,,,,,,,1,,,
l0189,,Victoria League Headquarters,London,SW7 5BW,51.494926,-0.181945,"Site of the headquarters of the Victoria League, a voluntary society providing facilities for members of the Empire in London. Its facilities for students were far more extensive than those of the Royal Empire Society or the Overseas League.",,,,,,,,,,,,,,,1901,1973,1,1,1,1,1,1,1,1,1,1,1,1,1,,,(Lee 2006: 4),WW 14/02/20,,,1,,,,,,,,,,,,,,,,,,,,1
l0190,,The International Language Club,Croyden,CR0 5LR,51.373736,-0.090666,"Site of the International Language Club, which helped black students to find lodgings in London. The club opened in 1937, and was run privately by Terence Driscoll. In 1946, Driscoll claimed that he had helped 6000 students.",,,,,,,,,,,,,,,1937,1980s,,,1,1,1,1,1,1,1,1,1,1,1,,,(Lee 2006: 4),WW 14/02/20,,,1,,,,,,,,,,,,,,,,,,,,1
