id,location_id,person_id,name,st_first,ad_hist,ad_city,post_code,coords_lat,coords_long,description,adult_child,assoc_gender,communist_party_member,communist_party_orbit,assoc_country,cntry_jamaica,cntry_grenada,cntry_usa,cntry_canada,cntry_trinidad,cntry_ghana,cntry_kenya,cntry_ethiopia,cntry_sierra_l,cntry_uk,cntry_guyana,cntry_virgin,cntry_barbados,cntry_dominica,cntry_nigeria,cntry_botswn,cntry_uganda,cntry_sa,cntry_stluc,cntry_sudan,cntry_somalia,cntry_mali,cntry_mauritius,cntry_panama,cntry_stvincent,cntry_belize,cntry_liberia,cntry_gambia,second_gen,third_gen,carib_born,namerica_born,africa_born,day_month_yr,month_yr,year_first,year_last,link,prim_source,citation,entrant
i0389,l0137,p0048,I. T. A. Wallace-Johnson,94 Gray's Inn Road,,London,WC1X 8AD,51.521106,-0.112871,"I. T. A. Wallace-Johnson was a Sierra Leonese activist who found the IASB temporary headquarters here in 1937. Frequently without money for food or even bus fare, Wallce-Johnson was evicted from his flat for failing to pay rent, and he began sleeping in the IASB’s office. Desperate, he also began dipping into the bureau’s meager financial reserves. In April 1938, when the executive committee discovered that Wallace- Johnson was taking money, it expelled him, and he returned to Sierra Leone",adult,male,1,,Sierra Leone,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1937,1938,,,(Makalani 2011: 213/ 215),WW 07/02/20
i0390,l0137,p0043,George Padmore,94 Gray's Inn Road,,London,WC1X 8AD,51.521106,-0.112871,George Padmore was a Trinidadian activist who was chair of the IASB during the time it was headquartered here.,adult,male,,1,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1937,1938,,,(Makalani 2011: 213),WW 07/02/20
i0391,l0137,p0005,Jomo Kenyatta,94 Gray's Inn Road,,London,WC1X 8AD,51.521106,-0.112871,"Jomo Kenyatta was a Kenyan student and activist and the future president of an independent Kenya who was vice-chair of the IASB during the time that is headquartered here. With Padmore as chair, Ashwood and Kenyatta as vice chairs, and WallaceJohnson as general secretary, the IASB took as its motto “Educate, Co-operate, Emancipate. Neutral in nothing affecting the African people.""",adult,male,,,Kenya,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1937,1938,,,(Makalani 2011: 213),WW 07/02/20
i0392,l0137,p0044,Amy Ashwood Garvey,94 Gray's Inn Road,,London,WC1X 8AD,51.521106,-0.112871,"Amy Ashwood Garvey was an activist, business owner and the first wife of Marcus Garvey, who was vice-chair of the IASB during the time that is headquartered here.",adult,female,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1937,1938,,,(Makalani 2011: 213),WW 07/02/20
i0393,l0125,p0163,Arnold Ward,,Livingstone House,London,SW1H 0XH,51.499734,-0.133,"Arnold Ward was a Barbabadian former communist who addressed the the National Peace Council conference here in October 1935. Ward addressed the white liberals, who included Virginia Woolf, and accussed them of being preoccupied with Europe at the expense of Africa.",adult,male,1,,Barbados,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,October 1935,1935,1935,,,(Bush 1999: 258),WW 11/02/20
i0394,l0136,p0193,Kenneth Hill,County Hall,,London,SE1 7GP,51.501944,-0.118889,"Kenneth Hill was a Jamaican trade unionist who attended the WFTU congress here in 1945 where he demanded complete self-determination for all colonial peoples of Africa, the West Indies, and the Pacific area. Hill, representing Caribbean workers, and Wallace-Johnson, representing African workers, were among the delegates appointed to draw up a constitution and a program for the new federation.",adult,male,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,February 1945,1945,1945,,,(Von Eschen 1997: 48),WW 10/02/20
i0395,l0136,p0194,Henry Lee Moon,County Hall,,London,SE1 7GP,51.501944,-0.118889,"Henry Lee Moon was an American journalist who covered the WFTU congress here in 1945. First involved with the WFTU through the CIO, he became instrumental in securing black American involvement in the Manchester Pan-African Congress and promoting interest in the event. Besides covering international labor conferences, he familiarized African American audiences with African trade union leaders.",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,February 1945,1945,1945,,,(Von Eschen 1997: 48-9),WW 10/02/20
i0396,l0058,p0008,Marcus Garvey,Speaker's Corner,,London,W2 2EU,51.511904,-0.159366,"Marcus Garvey was a black nationalist and activist and the founder of ""Garveyism"" who spoke here at Speaker's Corner, to dwindling audiences, during his years in London. Garvey's appearances were often mocked by his audience.",adult,male,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1935,1940,,,(Bush 1999: 220),WW 10/02/20
i0397,l0029,p0001,Harold Moody,,Aggrey House ,London,WC1N 2LX,51.52365,-0.11633,"Harold Moody was a Jamaican doctor and founder of the LCP who joined the management committee of Aggrey House in 1935. Moody's decision to support Aggrey House as soon as it opened led to ""bitterness"" between the LCP and the WASU and his labelling as an ""Uncle Tom"". ",adult,male,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1935,1943,,,(Bush 1999: 221),WW 10/02/20
i0398,l0137,p0195,Gilbert Coka,94 Gray's Inn Road,,London,WC1X 8AD,51.521106,-0.112871,Gilbert Coka was a South African who was on the executive committee of the IASB duing the time that it was heaquartered here.,adult,male,,,South Africa,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1937,1938,,,(Bush 1999: 222),WW 10/02/20
i0399,l0100,p0046,Emperor Haile Selassie,,Congregational Memorial Hall,London, EC4M 7RD,51.515,-0.1042,"Haile Selassie was the exiled Emperor of Ethiopia who took place in the ""Conference on African Peoples, Democracy and World Peace"" here in July 1939. The Conference passed a unanimous decleration condeming any reurn of Germany's African colonies. ",adult,male,,,Ethiopia,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,July 1939,1939,1939,,,(Bush 1999: 241),WW 10/02/20
i0400,l0166,p0196,Ollie Stewart,,Albant House,London,,51.524119,-0.116487,"Ollie Stewart was an American reporter who solicited letters from 'American girls' for RAF member Vincent Bunting to be sent to his address here. One night at the House, Stewart awoke to a rat knawing at his chocolate bar. Stewart ate the chocolate, but then lay awake for the rest of the night as the rat scurried arond looking for it. ",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,September 1942,1942,1942,,Newspaper,(BAA Sept 19 1942: 2),"OA 11/02/20, WW 19/02/20"
i0401,l0034,p0196,Ollie Stewart,Senate House,,London,,51.52109,-0.128681,Ollie Stewart was an American reporter who worked at the press room in the Ministry of Information and met George Padmore and Rudolph Dunbar while there,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,September 1942,1942,1942,,Newspaper,(BAA Sept 26 1942: 3),OA 11/02/20
i0402,l0029,p0196,Ollie Stewart,,Aggrey House ,London,WC1N 2LX,51.52365,-0.11633,"Ollie Stewart was an American reporter who reported meeting Oxford students and flyers from India, Africa and the West Indies while at Aggrey House in September 1942",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,September 1942,1942,1942,,Newspaper,(BAA Sept 26 1942: 3),OA 11/02/20
i0403,l0167,p0196,Ollie Stewart,,American Embassy,,,51.511578,-0.149558,Ollie Stewart was an American reporter who reported comments made by Eleanor Roosevelt when she visited the US Embassy in October 1942,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,October 1942,1942,1942,,Newspaper,(BAA October 31 1942: 2),OA 11/02/20
i0404,l0168,p0197,Elizabeth Phillips,,150th Station Hospital,London,,51.493923,-0.136502,Elizabeth Phillips was the first African American women to be sent to report on the war who was hospitalized here for a short period in late 1944 and early 1945,adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,December 1944,1944,1945,,Newspaper,(BAA December 2 1944: 1),OA 11/02/20
i0405,l0168,p0198,Randy Dixon,,150th Station Hospital,London,,51.493923,-0.136502,Randy Dixon was a correspondent for the Pittsburgh Courier who visited Elizabeth Phillips while she was in hospital in December 1944,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,December 1944,1944,1944,,Newspaper,(BAA December 2 1944: 1),OA 11/02/20
i0406,l0168,p0199,Minnie Street,,150th Station Hospital,London,,51.493923,-0.136502,"Minnie Street, from Louisville Kentucky, was assistant director of a Red Cross unit who was hospitalized with appendicitus here for several months in 1944",adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,December 1944,1944,1944,,Newspaper,(BAA December 2 1944: 2),OA 11/02/20
i0407,l0168,p0200,George Williams,,150th Station Hospital,London,,51.493923,-0.136502,George Williams was an American from New York who spent time in his military hospital with a bad stomach before returning to the signal corp unit in France.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,December 1944,1944,1944,,Newspaper,(BAA December 2 1944: 2),OA 11/02/20
i0408,l0168,p0201,Milton Shaw,,150th Station Hospital,London,,51.493923,-0.136502,Milton Shaw was an American from LA who spent time in this hospital briefly havig arrived in the UK in 1942 as a clerk with a quartermaster unit.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,December 1944,1944,1944,,Newspaper,(BAA December 2 1944: 2),OA 11/02/20
i0409,l0023,p0202,Roland Hayes,Royal Albert Hall,,London,SW7 2AP,51.501002,-0.177527,Roland Hayes was a famous African American tenor who performed with a choir of 200 black GIs at an event here in 1943,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1943,1943,,,(Smith 1987: 164),OA 11/02/20
i0410,l0179,p0043,George Padmore,,Swaraj Freedom House,London,W1T 2DE,51.518382,-0.133709,"George Padmore was a Trinidadian activist who visited here and met Swaraj Freedom House founder K.M.Kumria. Though he was an ardent opponent of nationalism, Padmore was friends with many Indian nationalists, including Nehru.",adult,male,,1,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,(Pennybacker 2009: 88)  ,WW 11/02/20
i0411,l0173,p0008,Marcus Garvey,West London Mission,,London,W1U 2QJ,51.517149,-0.151045,"Marcus Garvey was a black nationalist and pan-African activist who attended a ""mixed-race"" meeting here in October 1936. Garvey reported on the meeting for British abolitionist Lady Kathleen Simon.",adult,male,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,October 1936,1936,1936,,,(Pennybacker 2009: 133),WW 11/02/20
i0412,l0175,p0130,Princess Tsehai,Great Ormond Street Hospital,,London,WC1N 3JH,51.521866,-0.120752,"Princess Tsehai was the Princess of Ethiopia, who worked at GOSH as a student nurse in the late 1930s. Whilst working here, the Princess became good friends with British abolitionist Lady Kathleen Simon, who ""admired"" her.",adult,female,,,Ethiopia,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1936,1939,,,(Pennybacker 2009: 139),WW 11/02/20
i0413,l0176,p0002,Paul Robeson,,New Burlington Galleries,London,W1S 3EP,51.51003,-0.140521,Paul Robeson was an American singer actor and socialist who performed here in 1938 to raise money in support of German refugees. Robeson's performance took place simultaneously to an exhibition on c-20th German art.,adult,male,,1,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,03/08/1938,August 1938,1938,1938,,,(Pennybacker 2009: 220),WW 11/02/20
i0414,l0174,p0001,Harold Moody,21 Old Queen Street,,London,SW1H 9JA,51.500728,-0.130654,Harold Moody was a Jamaican doctor and founder of the LCP who tried to create a place where social gatherings and political protest combined by establishing another LCP headquarters here in 1944.,adult,male,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1944,1947,,,(Whittall 2012: 177),OA 11/02/20
i0415,l0023,p0203,Esther Cooper,Royal Albert Hall,,London ,SW7 2AP,51.501002,-0.177527,"Esther Cooper was an American activist who attended the World Youth Congress here in 1945. Signifying a major event in global decolonisation in the immediate postwar period, the gathering called for the end of Europeam colonial empires.",adult,female,,1,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,November 1945,1945,1945,,,(McDuffie 2011: 153),WW 12/02/20
i0416,l0038,p0005,Jomo Kenyatta,22 Cranleigh Street,,London,NW1 1PH,51.532824,-0.135646,Jomo Kenyatta was a Kenyan student and activist and the future president of an independent Kenya who visited George Padmore here frequently.,adult,male,,,Kenya,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1941,1946,,,(James in Morgan and Hawkins 2004: 364),WW 13/02/20
i0417,l0023,p0004,Kwame Nkrumah,Royal Albert Hall,,London,SW7 2AP,51.501002,-0.177527,"Kwame Nkrumah was an African activist and the future president of an independent Ghana who attended the World Youth Conference here in November 1945. The gathering called for the end of Europeam colonial empires and included scores of delegates from Africa, Asia and the Caribbean.",adult,male,,,Ghana,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,November 1945,1945,1945,,,(McDuffie 2011: 154),WW 13/02/20
i0418,l0023,p0204,W.E.B. Du Bois,Royal Albert Hall,,London,SW7 2AP,51.501002,-0.177527,"W.E.B. Du Bois was an American activist, historian and pan-African who attended the World Youth Conference here in November 1945. Signifying a major event in global decolonisation in the immediate postwar period, the gathering called for the end of Europeam colonial empires.",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,November 1945,1945,1945,,,(McDuffie 2011: 154),WW 13/02/20
i0419,l0179,p0136,Edmundo Ross,,The Coconut Grove,London,W1B 4JN,51.512257,-0.140274,"Edmundo Ross was a Trinidadian vocalist and bandleader who formed an orchestra that played here during the Second World War. The Coconut Grove allowed employees and their immediate relations shelter during the Blitz- until they discovered that a ""corner was flea-ridden, so they had to clear everybody out and clear it up.""",adult,male,,,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1940,1948,https://www.theguardian.com/music/2011/oct/22/edmundo-ros,,(FitzGibbon 1957: 128-9),WW 13/02/20
i0420,l0182,p0030,Ken 'Snakehips' Johnson,91 Kinnerton Street,,London,SW1X 8ED,51.501983,-0.157302,"Ken 'Snakehips' Johnson was a jazz band leader and dancer who lived here with his white partner Gerald Hamilton in 1940. Upon the start of the Blitz, the couple moved out to a cottage in Bray, Berkshire.",adult,male,,,Guyana,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1940,1940,,,(Bourne 2017: 149),WW 13/02/20
i0421,,p0205,James Adewale,,,London,,unknown,unknown,"James Adewale was a Nigerian tailor who arrived in London in 1943 to volunteer for the war effort and was sent to Normandy to smuggle goods to the Resistance. He said ""On our way back from Normandy we ran into enemy mines and our ship was blown up. Fortunately, I was one of the lucky survivors of that incident.""",adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1943,1943,,,(Killingray 2010: 53),WW 14/02/20
i0422,l0187,p0206,Bildad Kaggia,Old War Office Building,,London,SW1A 2EU,51.505425,-0.12597,"Bildad Kaggia was a Kenyan activist and future religious leader who joined the Kenyan army when the Second World War broke out and was deployed in London as a company quarter-sergeant at a war office meant to rehabilitate African soldiers. During his time there, Kaggia studied political science, journalism and trade unionism through correspondence.",adult,male,,,Kenya,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1943,1946,,,(Killingray 2010: 224),WW 14/02/20
i0423,l0118,p0059,Una Marson,,Ethiopian Legation,London,SW7 1AY,51.501567,-0.169974,Una Marson was a Jamaican journalist and media producer who met the Ethiopian minister to London at the Legation here to volunteer for the Ethiopian war effort. The Ethiopians had a colossal amount of work for Marson to do as they did not have a regular typist to handle their correspondence. She was paid very little due to the lack of funds the Ethiopians possessed. Marson also studied the country and lectured on behalf of Ethiopia in England.,adult,female,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1935,1935,,,(Schwarz 2003: 118),WW 14/02/20
i0424,l0188,p0207,David Pitt,200 Gower Street,,London,WC1E 6BN,51.524968,-0.135147,David Pitt was a Grenadian surgeon who opened a medical practice here in 1947. His surgery was a focus for expatriate West Indians.,adult,male,,,Grenada,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1947,1994,,,(Schwarz 2003: 27),WW 14/02/20
i0425,l0058,p0043,George Padmore,Speaker's Corner,,London,W2 2EU,51.511904,-0.159366,George Padmore was a Trinidadian activist who frequently spoke here in the late 1930s.,adult,male,,1,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1935,1939,,,(Schwarz 2003: 140),WW 14/02/20
i0426,l0058,p0003,C.L.R. James,Speaker's Corner,,London,W2 2EU,51.511904,-0.159366,"CLR James was a Trinidadian historian and activist who frequently spoke here in the late 1930s. James commented on the oddity of the fact that three West Indians – himself, Padmore and Garvey – should fight out the distant battles of the Caribbean, during the upsurge of rioting, at Speakers’ Corner.",adult,male,1,,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1935,1938,,,(Schwarz 2003: 140),WW 14/02/20
i0427,l0040,p0059,Una Marson,Alexandra Palace,,London,N22 7AY,51.593889,-0.13,"Una Marson was a Jamaican journalist and media producer who was tutored here by Cecil Madden in the summer of 1939. At that time Alexandra Palace was a site of unpredictable chaos with cables inside all over the floor, some of them as big as water hoses.",adult,female,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1939,1939,,,(Jarrett-Macauley 1998: 144),WW 14/02/20
i0428,l0192,p0148,Desmond Buckle,,Seymour Hall,London,W1H 5FP,51.518373,-0.163252,"Desmond Buckle was a Ghanaian activist and the first African member of the CPGB who attended the Communist Party of Great Britain conference here in 1947. Buckle linked colonialism to capitalism at the conference, stating that ""it would be of no benefit for a colony to acquire nominal independence which left the monopolies intact""",adult,male,1,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1947,1947,,,(Adi 2006: 32),WW 17/02/20
i0429,l0029,p0104,Cecil Belfield Clarke,,Aggrey House ,London,WC1N 2LX,51.52365,-0.11633,Cecil Belfield Clarke was a Barbadian doctor and LCP member who spoke at Aggrey House in 1936 on the topic of venereal disease. ,adult,male,,,Barbados,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1936,1936,,,(Whittall 2011: 237),WW 19/02/20
i0430,l0029,p0043,George Padmore,,Aggrey House ,London,WC1N 2LX,51.52365,-0.11633,George Padmore was a Trinidadian activist who frequently spoke here in the 1930s.,adult,male,,1,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1935,1939,,,"(Whittall, in Rosenhaft 2013: 87) ",WW 17/02/20
i0431,l0001,p0208,Christine Moody,164 Queens Road,,London,SE15 2HP,51.472959,-0.054802,"Christine Moody was the eldest daughter of Harold Moody who lived here with her parents and siblings. Christine noted that the number of lodgers in their house constantly fluctuated, but her (white) mother simply ""got on"" with things.",child,female,,,UK,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Jamaica,,,,,,,,,,,"(Whittall, in Rosenhaft 2013: 88) ",WW 17/02/20
i0432,l0194,p0056,Berto Pasuka,,Russian Dancing Academy,London,SW3 4NX,51.488977,-0.165641,Berto Pasuka was a Jamaican choreographer and artistic director of Les Ballets Negres who studied here during the Second World War.,adult,male,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1941,1946,,,(Adair and Burt 2017),WW 17/02/20
i0433,l0195,p0209,George W. Goodman,,Rainbow Corner Red Cross Club,London,W1D 7ED,51.510705,-0.134226,"George W. Goodman was the African-American Director of the American Red Cross in London. He wrote that his mission was ""to indicate as nearly as possible that color really does not run off and that human impetus comes out of the mind, not the complexion.""",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1942,1946,http://www.303rdbg.com/pp-rainbowcorner.html,,(Goodman 1944: 3/4),WW 17/02/20
i0434,l0196,p0047,Christopher Braithwaite (Jones),68 East India Dock Road,,London,E14 6DF,51.511445,-0.01894,"Christopher Braithwaite, who sometimes used the surname Jones, was originally from Barbados and after settling in London founded the Colonial Seamen's Association here in 1935 as a result of discriminatory legislation. Braithwaite emerged as the foremost leader of black and Asian seamen.",adult,male,,1,Barbados,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,30/07/1935,July 1935,1935,1935,,,(Høgsbjerg 2011),WW 17/02/20
i0435,l0100,p0047,Christopher Braithwaite (Jones),,Congregational Memorial Hall,London, EC4M 7RD,51.515,-0.1042,"Christopher Braithwaite, who sometimes used the surname Jones, was originally from Barbados and after settling in London attended the fifth annual conference of the League of Coloured Peoples here in 1937. Braithwaite said that the majority of black people in Britain were originally seamen, and that it is only through want of work that they had been obliged to remain ashore and took up such jobs as they could obtain. He gave a distressing account of the life they lead, and specially of those who had children to feed.",adult,male,,1,Barbados,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,June 1937,1937,1937,,,(Høgsbjerg 2011),WW 17/02/20
i0436,l0197,p0047,Christopher Braithwaite (Jones),,Freedom Press Rooms,London,NW6 4RX,51.542707,-0.178011,"Christopher Braithwaite, who sometimes used the surname Jones, was originally from Barbados and after settling in London founded the Colonial Seamen's Association and spoke on the topic ""colonial blacks on the move"" here in 1943.",adult,male,,1,Barbados,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,26/02/1943,February.43,1943,1943,,,(Høgsbjerg 2011),WW 17/02/20
i0437,l0236,p0129,Pamela Braithwaite,116 Turners Road,,London,E3 4LE,51.516631,-0.032303,"Pamela Braithwaite was the daughter of Chris, who lived here with her dad in some poverty. After his death, a releif effort was organised to look after the children.",child,female,,,UK,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Barbados,,,,,,,,1944,,,(Høgsbjerg 2011),WW 17/02/20
i0438,l0236,p0210,Jeanette Braithwaite,116 Turners Road,,London,E3 4LE,51.516631,-0.032303,"Jeanette Braithwaite was the daughter of Chris, who lived here with her dad in some poverty. ",child,female,,,UK,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Barbados,,,,,,,,1944,,,(Høgsbjerg 2011),WW 17/02/20
i0439,l0236,p0211,Catherine Braithwaite,116 Turners Road,,London,E3 4LE,51.516631,-0.032303,"Catherine Braithwaite was the daughter of Chris, who lived here with her dad in some poverty. ",child,female,,,UK,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Barbados,,,,,,,,1944,,,(Høgsbjerg 2011),WW 17/02/20
i0440,l0236,p0212,Sian Braithwaite,116 Turners Road,,London,E3 4LE,51.516631,-0.032303,"Sian Braithwaite was the daughter of Chris, who lived here with her dad in some poverty. ",child,female,,,UK,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Barbados,,,,,,,,1944,,,(Høgsbjerg 2011),WW 17/02/20
i0441,l0236,p0213,Laurie Braithwaite,116 Turners Road,,London,E3 4LE,51.516631,-0.032303,"Laurie Braithwaite was the son of Chris, who lived here with his dad in some poverty.",child,male,,,UK,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Barbados,,,,,,,,1944,,,(Høgsbjerg 2011),WW 17/02/20
i0442,l0236,p0214,Reginald Jones Braithwaite,116 Turners Road,,London,E3 4LE,51.516631,-0.032303,"Reginald Jones Braithwaite was the son of Chris, who lived here with his dad in some poverty.",child,male,,,UK,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Barbados,,,,,,,,1944,,,(Høgsbjerg 2011),WW 17/02/20
i0443,l0113,p0215,John Payne,,"Belfield House, New Barnet",London,,51.645709,-0.185567,John Payne was an African American singer who performed at the LCP's fifth annual garden party at Dr Cecil Belfield Clarke's house in 1936,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1936,1936,,,(Whittall 2012: 207),OA 17/02/20
i0444,l0113,p0030,Ken 'Snakehips' Johnson,,"Belfield House, New Barnet",London,,51.645709,-0.185567,Ken 'Snakehips' Johnson was a jazz band leader and dancer who performed at the LCP's fifth annual garden party at Dr Cecil Belfield Clarke's house in 1936.,adult,male,,,Guyana,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1936,1936,,,(Whittall 2012: 207),OA 17/02/20
i0445,l0100,p0044,Amy Ashwood Garvey,,Congregational Memorial Hall,London, EC4M 7RD,51.515,-0.1042,"Amy Ashwood Garvey was an activist, business owner and the first wife of Marcus Garvey, who presided over a meeting of the IAFE here in July 1935",adult,female,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,28/07/1935,July 1935,1935,1935,,,(Whittall 2012: 225),OA 17/02/20
i0446,l0100,p0003,C.L.R. James,,Congregational Memorial Hall,London, EC4M 7RD,51.515,-0.1042,C.L.R. James was a Trinidadian historian and activist who gave a speech on the Ethiopian crises here in July 1935,adult,male,1,,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,28/07/1935,July 1935,1935,1935,,,(Whittall 2012: 225),OA 17/02/20
i0447,l0082,p0216,Emmanuel McDonald Bailey,,Paramount Dance Hall,London,WC2H 0LA,51.523916,-0.137353,"Emmanuel McDonald Bailey was a Trinidadian sprinter and RAF volunteer who met his future wife, Doris, 'a bonny Cockney wrac' here in 1942. They subsequently had five children. ",adult,male,,,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1942,1942,"https://www.theguardian.com/sport/story/0,3604,406525,00.html",,"(The Guardian, ""Oo does 'e think 'e is? Trinidad's sprint sensation still flying"", Frank Keating, 2000)",WW 18/02/20
i0448,l0029,p0217,Mr Wilkins,,Aggrey House ,London,WC1N 2LX,51.52365,-0.11633,"Mr Wilkins was a West Indian man who was excluded from Aggrey House for ""immoral conduct"" in 1940. Wilkins had been accused of introducing a ‘prostitute' into Aggrey House, and hence bringing the institution into disrepute.",adult,male,,1,Unknown (West Indies),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1940,1940,,,(Whittall 2011: 238),WW 19/02/20
i0449,l0029,p0215,John Payne,,Aggrey House ,London,WC1N 2LX,51.52365,-0.11633,John Payne was an African American singer who performed at Aggrey House in June 1936.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,June 1936,1936,1936,,,(Whittall 2011: 245),WW 19/02/20
i0450,l0040,p0028,Elisabeth Welch,Alexandra Palace,,London,N22 7AY,51.593889,-0.13,"Elisabeth Welch was an American singer, actress and entertainer who appeared on BBC Television from 1937 onwards, becoming a viewer's favourite. ",adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1937,,,,(Newton 2011: 45),WW 19/02/20
i0451,l0063,p0196,Ollie Stewart,Piccadilly Circus,,London,W1J 9HS,51.509969,-0.134885,"Ollie Stewart was an American reporter who saw two ""coloured servicemen"" after watching a film here in 1942.",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,September 1942,1942,1942,,Newspaper,(BAA Sept 19 1942: 2),WW 19/02/20
i0452,l0117,p0028,Elisabeth Welch,London Palladium,,London,W1F 7TF,51.514944,-0.140806,"Elisabeth Welch was an American singer, actress and entertainer who appeared in ""happy and glorious"" here in the mid-1940s, recieiving 40 per cent of the billing and performing for two hours a night. ",adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,October 1944,1944,1946,,Newspaper,(BAA March 2 1946),WW 19/02/20
i0453,l0023,p0218,Alexander B. Mapp,Royal Albert Hall,,London ,SW7 2AP,51.501002,-0.177527,"Alexander B. Mapp was an American activist who attended the World Youth Conference here in 1945 as a representative of the ""Urban League"".",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,November 1945,1945,1945,,Newspaper,(BAA October 27 1945),WW 19/02/20
