id,location_id,person_id,name,image link,image credit,st_first,ad_hist,ad_city,post_code,coords_lat,coords_long,description,adult_child,assoc_gender,citation,entrant
i0671,l0265,p0350,Fred Morrow,,,,Duchess Street Club,London,W1W 6AN,51.519571,-0.14333,"Fred Morrow was a corporal from Mississippi who was pictured at the Duchess Club in the NAACP publication ""The Crisis"" in March 1943.",adult,male,"(The Crisis: March 1943, 77)",WW 02/04/20
i0673,l0003,p0352,Noneka Douglass,,,Buckingham Palace,,London,SW1A 1AA,51.501341,-0.141718,"Noneka Douglass was a teacher at the ""Charles W. Turner School for Physically Handicapped Negro Children"" in St. Louis, who was invited to Buckingham Palace for a garden party following a disabilities conference in 1939. ",adult,female,(Chicago Defender: September 23 1943),WW 07/04/20
i0674,l0003,p0353,Beatrice Sydnor,,,Buckingham Palace,,London,SW1A 1AA,51.501341,-0.141718,"Beatrice Sydnore was a teacher at the ""Charles W. Turner School for Physically Handicapped Negro Children"" in St. Louis, who was invited to Buckingham Palace for a garden party following a disabilities conference in 1939. ",adult,female,(Chicago Defender: September 23 1943),WW 07/04/20
i0675,l0108,p0354,Freddie Crump,,,,The Panama Club,London,W1D 7NF,51.511177,-0.134253,"Freddie Crump was a gifted American drummer who was the ""showman par excellence"" at the Panama Club during the Second World War.",adult,male,(Goode 2002),WW 14/04/20
i0683,l0271,p0356,Marie Douglas,,,"25 Burton Road, Brixton",,London,SW9 6LH,51.471302,-0.111916,Marie Douglas was an actor from St Louis who wrote to the Chicago Defender whilst living with her young sister in Brixton.,adult,female,(Chicago Defender: January 12 1935),WW 14/04/20
i0684,l0271,p0357,Cecilia Douglas,,,"25 Burton Road, Brixton",,London,SW9 6LH,51.471302,-0.111916,"Cecilia Douglas was the sister of actor Marie Douglas, living together with her in Brixton.",child,female,(Chicago Defender: January 12 1935),WW 14/04/20
i0685,l0121,p0358,David H. Orro,,,Waterloo Station,,London,SE1 8SW,51.503179,-0.112316,"David H. Orro was an American reporter for the Chicago Defender who thought his tube carriage had been hit by a German bomb when it stopped at Waterloo Station. In reality, it had been hit by the next train following behind. Thankfully no one was injured. ",adult,male,(Chicago Defender 1943),WW 15/04/20
i0686,l0272,p0358,David H. Orro,,,Billingsgate Fish Market,,London,E14 5ST,51.50895426,-0.08400988476,David H. Orro was an American reporter for the Chicago Defender who visited the fish market here and observed with horror how the only cuts on offer were all offal.,adult,male,(Chicago Defender 1943),WW 15/04/20
i0688,l0275,p0358,David H. Orro,,,,Frisco's Club,London,W1S,51.5095,-0.138376,David H. Orro was an American reporter for the Chicago Defender who visited Frisco's one Sunday in 1943 and talked to singer Fay Barton about her unusually long cigarette.,adult,male,(Chicago Defender 1943),WW 15/04/20
i0689,l0275,p0360,Fay Barton,,,,Frisco's Club,London,W1S,51.5095,-0.138376,"Fay Barton was a Harlem singer who smoked an eight-inch long ""Russian"" cigarette at Frisco's club one Sunday in 1943.",adult,female,(Chicago Defender 1943),WW 15/04/20
i0690,l0274,p0361,Frisco (Bingham),,,,Frisco's Club,London,W1D,51.514408,-0.132165,"Frisco, whose official name was Bingham, was the American proprietor of Frisco's Club, which stood here until it was bombed and forced to relocate during the Second World War. ",adult,male,(Breese 2001),WW 15/04/20
i0691,l0275,p0361,Frisco (Bingham),,,,Frisco's Club,London,W1S,51.5095,-0.138376,"Frisco, whose official name was Bingham, was the American proprietor of Frisco's Club, which was relocated here following being bombed in the early 1940s. The club would move again in 1949.",adult,male,(Breese 2001),WW 15/04/20
i0692,l0265,p0362,Ahnastasia Scott,,,,Duchess Street Club,London,W1W 6AN,51.519571,-0.14333,"Ahnastasia Scott was a American woman from Chicago who worked in the Liverpool branch of the Red Cross. She visited the Duchess during a trip to London, where she met David H. Orro, and asked him to call out her ex-husband in the Chicago Defender.",adult,female,(Chicago Defender: February 20 1943),WW 17/04/20
i0693,l0265,p0363,Leroy Credelle,,,,Duchess Street Club,London,W1W 6AN,51.519571,-0.14333,"Leroy Credelle was an Chicagoan who passed in and out of London, occasionally stopping at the Duchess club. David H. Orro described him as ""rather peaked about th' puss.""",adult,male,(Chicago Defender: February 20 1943),WW 17/04/20
i0694,l0277,p0358,David H. Orro,,,305 Southampton Row,,London,WC1B 5AR,51.521461,-0.124171,"David H. Orro was an American reporter for the Chicago Defender who spotted another ""son of the shade"" whilst standing at the corner of Russel Square and Southampton row. He followed the man- Philip A. Behagen- and caught up to him at the next corner. ",adult,male,(Chicago Defender: August 28 1943),WW 17/04/20
i0695,l0279,p0358,David H. Orro,,,Leicester Square Tube Station,,London,WC2H 0AP,51.511365,-0.128471,"David H. Orro was an American reporter for the Chicago Defender who spoke to ""Long"" Harry Parker, programme director at the Duchess Street Club, whilst the later was spending some time in the company of a blonde white woman.",adult,male,(Chicago Defender: August 28 1943),WW 17/04/20
i0696,l0085,p0366,Olive Blackwell,,,Leicester Square Theatre,,London,WC2H 7BX,51.511365,-0.130152,"Olive Blackwell was a Chicagoan woman stationed with the American Red Cross in Northampton. She spoke to black journalist David H. Orro whilst waiting in a queue here waiting to see the film ""Casablanca"".",adult,female,(Chicago Defender: March 20 1943),WW 17/04/20
i0697,l0277,p0364,Philip A. Behagen,,,305 Southampton Row,,London,WC1B 5AR,51.521461,-0.124171,"Philip A. Behagen was the Harlem-born Chief Steward of a merchant ship during the Second World War. In 1943 his ship docked in Northern England and he ""immediately"" travelled down to London via train. He was reportedly anxious to soak up the London atmosphere and meet local women. ",adult,male,(Chicago Defender: August 28 1943),WW 17/04/20
i0698,l0265,p0358,David H. Orro,,,,Duchess Street Club,London,W1W 6AN,51.519571,-0.14333,"David H. Orro was an American reporter for the Chicago Defender who was a very frequent visitor to the Duchess Street Social Club, despite not being a GI himself (he was also frequently removed from the premises).",adult,male,(Chicago Defender: March 20 1943),WW 17/04/20
i0699,l0278,p0365,Julius Mason,,,6 Oxford Street,,London,W1D 1AN,51.516501,-0.130709,"Julius Mason was a Chicagoan quartermaster in the U.S. army who sat here drunk for ten minutes, dreaming of home. Eventually he was arrested by the police. ",adult,male,(Chicago Defender: August 28 1943),WW 17/04/20
i0701,l0279,p0333,Long Harry K. Parker,,,Leicester Square Tube Station,,London,WC2H 0AP,51.511365,-0.128471,"Harry Parker, nicknamed ""Long Harry"", was a former Livingston College American football coach who was programme director at the Duchess Club in Mayfair, and spoke to journalist David H. Orro here whilst in the company of a 'beautiful blonde woman'.",adult,male,(Chicago Defender: August 28 1943),WW 17/04/20
i0702,l0280,p0358,David H. Orro,,,Regent Street Cinema,,London,W1B 2HW,51.516841,-0.142824,David H. Orro was an American reporter for the Chicago Defender who watched a film here and spoke to Corporal O. V. Woods about his aunt in Chicago.,adult,male,(Chicago Defender: March 20 1943),WW 17/04/20
i0703,l0280,p0368,O. V. Woods,,,Regent Street Cinema,,London,W1B 2HW,51.516841,-0.142824,O. V. Woods was an American corporal who spoke to black journalist David H. Orro about his aunt in Chicago whilst watching a film here.,adult,male,(Chicago Defender: March 20 1943),WW 17/04/20
i0704,l0281,p0369,"William ""Woogie"" Harris",,,,The Empire Pool,London,HA9 0AA,51.558083,-0.282972,"William ""Woogie"" Harris was a piano player and singer who was present at the Lewis-Harvey fight here in 1936. ",adult,male,(Chicago Defender: November 28 1936),WW 21/04/20
i0705,l0281,p0370,Helen Greenlee,,,,The Empire Pool,London,HA9 0AA,51.558083,-0.282972,"Helen Greenlee was the wife of Gus Greenlee, who was present at the Lewis-Harvey fight here in 1936.",adult,female,(Chicago Defender: November 28 1936),WW 21/04/20
i0706,l0281,p0371,Gus Greenlee,https://en.wikipedia.org/wiki/Gus_Greenlee#/media/File:Gus_Greenlee.jpg,Unknown Provenance,,The Empire Pool,London,HA9 0AA,51.558083,-0.282972,Gus Greenlee was the manager of boxer John Henry Lewis who was present at the Lewis-Harvey fight here in 1936.,adult,male,(Chicago Defender: November 28 1936),WW 21/04/20
i0707,l0281,p0002,Paul Robeson,https://upload.wikimedia.org/wikipedia/commons/b/be/Paul_Robeson_1938.jpg,Photograph Taken by Yousuf Karsh in 1938. Photograph held by the National Archives in Canada,,The Empire Pool,London,HA9 0AA,51.558083,-0.282972,Paul Robeson was an American singer actor and socialist who was present at the Lewis-Harvey fight here in 1936.,adult,male,(Chicago Defender: November 28 1936),WW 21/04/20
i0708,l0202,p0372,Camille King Jones,,,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,"Camille King Jones was a Chicagoan worker at the American Red Cross Liberty Club who was known as ""London's Sweetheart"" by black GIs.",adult,female,(Chicago Defender: March 25 1944),WW 21/04/20
i0756,l0265,p0397,John Caswell Smith,,,,Duchess Club,London,W1W 6AN,51.519571,-0.14333,John Caswell Smith took over from Sidney Williams as director of the Duchess Club for African American service personnel in 1943. He was formerly the director of the Boston Urban League.,adult,male,(Baltimore Afro American: March 27 1943),OA 18/09/20
i0757,l0265,p0398,Edwina Carrie,,,,Duchess Club,London,W1W 6AN,51.519571,-0.14333,"Edwina Carrie, originally from Philadelphia, was John Caswell Smith's assistant, involved in the running of the Duchess Club for African American service personnel.",adult,female,(Baltimore Afro American: March 27 1943),OA 18/09/20
i0758,l0202,p0399,James A. Gregg,,,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,James A. Gregg was a bishop in the AME church who visited black GIs at the Liberty Club for African American service personnel in 1944.,adult,male,(Baltimore Afro American: January 8 1944),OA 18/09/20
i0759,l0202,p0400,Pvt. Homer Ranson,,,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,Pvt. Homer Ranson was stationed in the UK in 1944 and socialized at the Liberty Club for African American service personnel.,adult,male,(Baltimore Afro American: January 8 1944),OA 18/09/20
i0760,l0202,p0401,Pvt. Charles Bellard,,,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,Pvt. Charles Bellard was stationed in the UK in 1944 and socialized at the Liberty Club for African American service personnel.,adult,male,(Baltimore Afro American: January 8 1944),OA 18/09/20
i0761,l0202,p0188,Maida Springer,https://upload.wikimedia.org/wikipedia/commons/d/d5/Maida_Springer_%28Kemp%29_poses_with_two_other_African_American_women._%285278493028%29.jpg,Unknown Provenance[EDIT],,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,"Maida Springer was a trade unionist who represented the American Federation of Labor on a goodwill tour of the UK in 1945, during which time she visited the Liberty Club for African American service personnel.",adult,female,(Baltimore Afro American: April 14 1945),OA 18/09/20
i0762,l0202,p0402,Skip Hall,,,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,Skip Hall was stationed in the UK in 1945 and socialized at the Liberty Club for African American service personnel.,adult,male,(Baltimore Afro American: April 14 1945),OA 18/09/20
i0763,l0202,p0403,Reginald Connoly,,,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,Reginald Connoly was stationed in the UK in 1945 and socialized at the Liberty Club for African American service personnel.,adult,male,(Baltimore Afro American: April 14 1945),OA 18/09/20
i0764,l0202,p0343,Leonard Hill,,,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,Leonard Hill was involved in the running of the Liberty Club for African American service personnel in 1944.,adult,male,(Baltimore Afro American: January 27 1945),OA 18/09/20
i0765,l0202,p0332,Daisy Carry,,,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,Daisy Carry was involved in the running of the Liberty Club for African American service personnel in 1944.,adult,female,(Baltimore Afro American: January 27 1945),OA 18/09/20
i0766,l0202,p0404,Milton Larry,,,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,"Milton Larry, orginally from Washington, became director of the Libery Club for African American service personnel in 1945",adult,male,(Baltimore Afro American: January 27 1945),OA 18/09/20
i0767,l0202,p0405,Julia Johnson,,,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,"Julia Johnson, originally from Indianapolis, was involved in the running of the Liberty Club for African American service personnel in 1945.",adult,female,(Baltimore Afro American: January 27 1945),OA 18/09/20
i0768,l0202,p0406,Viola Murphy,,,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,"Viola Murphy, orginally from Harrisburg Pa., was involved in the running of the Liberty Club for African American service personnel in 1945.",adult,female,(Baltimore Afro American: January 27 1945),OA 18/09/20
i0769,l0192,p0203,Esther Cooper,,,,Seymour Hall,London,W1H 5FP,51.518373,-0.163252,Esther Cooper was an American activist who spoke on behalf of the Southern Negro Youth Congress at a 'World Federation Democratic Youth' conference here in November 1945.,adult,female,"(Baltimore Afro American: November 17, 1945)",OA 21/09/20
i0773,l0306,p0197,Elizabeth Phillips,,,,American Red Cross Officer's Club for Women,London,,51.507796,-0.147344,"Elizabeth Phillips was the first African American women to be sent to report on the war. She reported the American Red Cross Officer's Club for Women on Charles Street 'maintains jim-crow living quarters', which constituted 'the only instance of jim-crow I found during my short stay in London'.",adult,female,"(Baltimore Afro American: March 24, 1945)",OA 21/09/20
i0774,l0307,p0410,Vincent Tubbs,,,Victoria Station,,London,,51.49525,-0.143984,"Vincent Tubbs was an African American war correspondent who passed through Victoria Station on his way to the front in France. His report detailed how he was carrying 'two handbags, gas mask, duffel bag, typewriter, briefcase and self'.",adult,male,"(Baltimore Afro American: April 28, 1945)",OA 22/09/20
i0775,l0308,p0411,Jack Hamilton,,,42 Dean Street,Cafe Society,London,,51.513228,-0.132141,"Jack Hamilton was an African American musician who formerly played with Louis Armstrong, who in 1942, set up the Cafe Society club in Soho. Hamilton had formerly played at the Embassy and Jig's clubs which were nearby.",adult,male,"(Baltimore Afro American: April 25, 1942)",OA 22/09/20
i0776,l0309,p0412,Walter J. Forester,,,,The Old Curiosity Shop,London,,51.514939,-0.117236,Walter J. Forester was a Senior Sergeant in the US Army who visited here on a tour of several of the city's tourist destinations.,adult,male,"(Baltimore Afro American: July 1, 1944)",OA 22/09/20
i0777,l0017,p0412,Walter J. Forester,,,St Paul's Cathedral,,London,EC4M 8AD,51.513859,-0.098415,Walter J. Forester was a Senior Sergeant in the US Army who visited here on a tour of several of the city's tourist destinations.,adult,male,"(Baltimore Afro American: July 1, 1944)",OA 22/09/20
i0778,l0035,p0412,Walter J. Forester,,,Trafalgar Square,,London,WC2N 5DN,51.508056,-0.128108,Walter J. Forester was a Senior Sergeant in the US Army who visited here on a tour of several of the city's tourist destinations.,adult,male,"(Baltimore Afro American: July 1, 1944)",OA 22/09/20
i0779,l0310,p0412,Walter J. Forester,,,St. James Palace,,London,,51.504574,-0.137844,Walter J. Forester was a Senior Sergeant in the US Army who visited here on a tour of several of the city's tourist destinations.,adult,male,"(Baltimore Afro American: July 1, 1944)",OA 22/09/20
i0780,l0054,p0412,Walter J. Forester,,,Queen Victoria Memorial,,London,SW1A 1AA,51.501596,-0.141209,Walter J. Forester was a Senior Sergeant in the US Army who visited here on a tour of several of the city's tourist destinations.,adult,male,"(Baltimore Afro American: July 1, 1944)",OA 22/09/20
i0781,l0311,p0412,Walter J. Forester,,,Scotland Yard,,London,,51.502772,-0.124298,Walter J. Forester was a Senior Sergeant in the US Army who visited here on a tour of several of the city's tourist destinations.,adult,male,"(Baltimore Afro American: July 1, 1944)",OA 22/09/20
i0782,l0187,p0412,Walter J. Forester,,,Old War Office Building,,London,SW1A 2EU,51.505425,-0.12597,Walter J. Forester was a Senior Sergeant in the US Army who visited here on a tour of several of the city's tourist destinations.,adult,male,"(Baltimore Afro American: July 1, 1944)",OA 22/09/20
i0783,l0312,p0412,Walter J. Forester,,,Waterloo Bridge,,London,,51.508823,-0.117139,Walter J. Forester was a Senior Sergeant in the US Army who visited here on a tour of several of the city's tourist destinations.,adult,male,"(Baltimore Afro American: July 1, 1944)",OA 22/09/20
i0784,l0016,p0412,Walter J. Forester,,,Tower of London,,London,EC3N 4AB,51.508527,-0.076582,Walter J. Forester was a Senior Sergeant in the US Army who visited here on a tour of several of the city's tourist destinations.,adult,male,"(Baltimore Afro American: July 1, 1944)",OA 22/09/20
i0785,l0202,p0413,James L. Rogers,,,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,"James L. Rogers, originally from Washington State, ran the Liberty Club for African American service personnel toward the end of the war.",adult,male,"(Baltimore Afro American: September 29, 1945)",OA 22/09/20
i0786,l0202,p0414,Marie Wilburn,,,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,"Marie Wilburn, originally from St. Louis, was involved in the running of the Liberty Club for African American service personnel toward the end of the war.",adult,female,"(Baltimore Afro American: September 29, 1945)",OA 22/09/20
i0787,l0202,p0415,Lois Laster,,,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,"Lois Laster, originally from Canton, Ohio, was involved in the running of the Liberty Club for African American service personnel toward the end of the war.",adult,female,"(Baltimore Afro American: September 29, 1945)",OA 22/09/20
i0789,l0316,p0358,David H. Orro,,,,Bow Street Magistrates Court,London,WC2E 7AH,51.513489,-0.122206,David H. Orro was an African American journalist for the Chicago Defender who visited the Bow Street Magistrate Court to attend the trial of an American servicemember.,adult,male,"(Chicago Defender: September 04, 1943)",AB 25/09/20
i0790,l0265,p0372,Camille King Jones,,,,Duchess Club,London,W1W 6AN,51.519571,-0.14333,"Camille King Jones was a Chicagoan worker at an American Red Cross club in Bristol at this time, she is introduced to David H. Orro whilst visiting the Duchess Club in London.",adult,female,"(Chicago Defender: March 20, 1943)",AB 09/10/2020
i0791,l0265,p0416,Lucyle McAlister,,,,Duchess Club,London,W1W 6AN,51.519571,-0.14333,"Lucyle McAlister was a Nebraskan who served as the Assistant Director of Operations at the Duchess Club in London after joining the American Red Cross. Prior to this, she had been the Director of Negro Work for the USO.",adult,female,"(Chicago Defender: June 24, 1944)",AB 09/10/2020
i0792,l0195,p0417,Margaret Simms,,,,Rainbow Corner Red Cross Club,London,W1D 7ED,51.510705,-0.134226,Margaret Simms was an American singer from Florida who joined the American Red Cross during the war. She performed at the Rainbow Corner Red Cross Club in London as the starting point of her tour through England.,adult,female,"(Chicago Defender: April 17, 1943)",AB 09/10/2020
i0794,l0195,p0418,Henrine Ward,,,,Rainbow Corner Red Cross Club,London,W1D 7ED,51.510705,-0.134226,Henrine Ward was one of the staff members at the Rainbow Corner Red Cross Club to greet the English Air Minister Sir Stafford Cripps and his wife when they visited the club. She also was in attendance when Eleanor Roosevelt visited sometime later.,adult,female,"(Chicago Defender: December 19, 1942)",AB 09/23/2020
i0795,l0195,p0338,Carol Jarrett,,,,Rainbow Corner Red Cross Club,London,W1D 7ED,51.510705,-0.134226,Carol Jarret was one of the American Red Cross staff members that greeted English Air Minister Sir Stafford Cripps and his wife when they visited the Rainbow Corner Red Cross Club. She also welcomed Eleanor Roosevelt when she visited there sometime later.,adult,female,"(Chicago Defender: December 19, 1942)",AB 09/23/2020
i0798,l0003,p0188,Maida Springer,https://upload.wikimedia.org/wikipedia/commons/d/d5/Maida_Springer_%28Kemp%29_poses_with_two_other_African_American_women._%285278493028%29.jpg,Unknown Provenance[EDIT],Buckingham Palace,,London,SW1A 1AA,51.501341,-0.141718,"Maida Springer was a trade unionist who represented the American Federation of Labor on a goodwill tour of the UK in 1945, during which time she visited Buckingham Palace.",adult,female,"(Chicago Defender: April 7, 1945)",AB 09/30/2020
i0799,l0319,p0339,Elizabeth McDougald,,,28 Berkeley Street,Morton and Douglas,London,W1J 8QP,51.508865,-0.144173,Elizabeth McDougald was a Red Cross worker in London that attended this hair salon alongside other Red Cross staff members.,adult,female,"(Chicago Defender: March 6, 1943)",AB 06/11/2020
i0800,l0319,p0335,Lavine Birch,,,28 Berkeley Street,Morton and Douglas,London,W1J 8QP,51.508865,-0.144173,"Lavine Birch was a Bostonian who helped to run the Duchess Club in Mayfair. While in London, she visited a hair salon alongside other Red Cross staff members.",adult,female,"(Chicago Defender: March 6, 1943)",AB 06/11/2020
i0801,l0319,p0362,Ahnastasia Scott,,,28 Berkeley Street,Morton and Douglas,London,W1J 8QP,51.508865,-0.144173,"Ahnastasia Scott was an American woman from Chicago who worked in the Liverpool Red Cross Club. While in London, she visited a hair salon alongside oother Red Cross staff members.",adulr,female,"(Chicago Defender: March 6, 1943)",AB 06/11/2020
i0802,l0320,p0358,David H. Orro,,,,Russell Square Tube Station,London,WC1N 1LJ,51.523122,-0.124339,"David H. Orro was a wartime correspondent for the Chicago Defender based in London. One night during the Blitz, Orro took shelter in this station and interviewed some of the others located there.",adult,male,"(Chicago Defender: May 29, 1943)",AB 13/11/2020
i0804,l0320,p0358,David H. Orro,,,,Russell Square Tube Station,London,WC1N 1LJ,51.523122,-0.124339,"David H. Orro was a wartime correspondent for the Chicago Defender based in London. Orro took shelter in this tube station during a Luftwaaffe air-raid in early March, 1943.",adult,male,"(Chicago Defender: March 13, 1943)",AB 13/11/2020
i0816,l0323,p0425,Charity Adams Earley,,,47 Grosvenor Square,,London,,51.51086629,-0.150274199,"Charity Adams Earley was the African American CO of the famous 6888th Central Postal District Battalion of African American personnel, and she reported to this headquarters of the Women's Army Auxiliary Core on her arrival in the city in early 1945.",adult,female,(Earley 1996: 135),OA 10/3/21
